name,Happiness/Sadness,Hopeful/Uncertainty,Secure/Insecure,assignedLands,contractor,cropSize,currentActivity,currentDay,currentPeasantLeisureType,currentSeason,daysToWorkForOther,farm,health,initialHealth,initialMoney,internalCurrentDate,loanAmountToPay,money,newDay,peasantFamilyAffinity,peasantFamilyHelper,peasantFamilyLandAlias,peasantFamilyMinimalVital,peasantFriendsAffinity,peasantKind,peasantLeisureAffinity,pesticidesAvailable,purpose,rainfallConditions,robberyAccount,seeds,timeLeftOnDay,toPay,tools,totalHarvestedWeight,waterAvailable,Emotions
PeasantFamily_39,9.903,95.030.004,95.030.004,"[{'farmName': 'farm_46_small', 'landName': 'land_253', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_46_small', 'landName': 'land_252', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,109,2409475,01/01/2023,0,2667475,TRUE,7.666.511.559.720.340,,farm_46_small,10000,5.476.079.685.514.530,StablePeasant,4.380.863.748.411.620,0,farmer,normal,0,995,24,0,10,7.957.298.114.965.560,535,SI
PeasantFamily_12,9.903,9.703,9.703,"[{'farmName': 'farm_50_small', 'landName': 'land_331', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_50_small', 'landName': 'land_332', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,104,2297537,01/01/2023,0,1670537,TRUE,7.310.345.142.715.180,,farm_50_small,10000,5.221.675.101.939.410,StablePeasant,41.773.400.815.515.300,0,farmer,normal,0,944,24,0,10,6.946.401.353.612.800,394,SI
PeasantFamily_22,9.903,9.303,9.303,"[{'farmName': 'farm_55_small', 'landName': 'land_1', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_55_small', 'landName': 'land_2', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,102,2253334,01/01/2023,0,2347334,TRUE,7.169.700.210.713.930,,farm_55_small,10000,5.121.214.436.224.240,StablePeasant,40.969.715.489.793.900,0,farmer,normal,0,924,24,0,10,7.633.097.502.948.790,464,SI
PeasantFamily_20,9.903,93.020.004,93.020.004,"[{'farmName': 'farm_41_small', 'landName': 'land_396', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_41_small', 'landName': 'land_395', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,97,94,2134854,01/01/2023,0,1478854,TRUE,6.792.718.610.906.850,,farm_41_small,10000,4.851.941.864.933.460,StablePeasant,3.881.553.491.946.770,0,farmer,normal,0,890,24,0,10,6.070.522.945.281.340,1970,SI
PeasantFamily_56,99.029.994,97.029.996,97.029.996,"[{'farmName': 'farm_45_small', 'landName': 'land_254', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_45_small', 'landName': 'land_255', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,104,2296983,01/01/2023,0,1722983,TRUE,7.308.582.993.856.080,,farm_45_small,10000,522.041.642.418.292,StablePeasant,4.176.333.139.346.330,0,farmer,normal,0,944,24,0,10,7.052.875.017.073.610,604,SI
PeasantFamily_61,99.029.994,9.303,9.303,"[{'farmName': 'farm_72_small', 'landName': 'land_256', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_72_small', 'landName': 'land_251', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,98,96,2158861,01/01/2023,0,2324861,TRUE,6.869.103.805.661.940,,farm_72_small,10000,4.906.502.718.329.960,StablePeasant,39.252.021.746.639.700,0,farmer,normal,0,881,24,0,10,7.760.824.597.468.920,1981,SI
PeasantFamily_35,99.029.994,9.302,9.302,"[{'farmName': 'farm_73_small', 'landName': 'land_129', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_73_small', 'landName': 'land_247', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,101,2229286,01/01/2023,0,816286,TRUE,7.093.185.717.136.610,,farm_73_small,10000,5.066.561.226.526.150,StablePeasant,40.532.489.812.209.200,0,farmer,normal,0,933,24,0,10,5.939.364.373.751.840,123,SI
PeasantFamily_13,9.903,9.302,9.302,"[{'farmName': 'farm_66_small', 'landName': 'land_40', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_66_small', 'landName': 'land_269', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,96,92,2129567,01/01/2023,0,630567,TRUE,6.775.895.634.302.930,,farm_66_small,10000,48.399.254.530.735.200,StablePeasant,3.871.940.362.458.820,0,farmer,normal,0,887,24,0,10,5.773.482.887.350.240,1967,SI
PeasantFamily_33,99.029.994,9.503,9.503,"[{'farmName': 'farm_32_medium', 'landName': 'land_168', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_32_medium', 'landName': 'land_148', 'elapsedWorkTime': 8, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_32_medium', 'landName': 'land_169', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_32_medium', 'landName': 'land_149', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,106,2333601,01/01/2023,0,2125601,TRUE,7.425.094.820.675.520,,farm_32_medium,10000,5.303.639.157.625.370,StablePeasant,42.429.113.261.003.000,0,farmer,normal,0,960,24,0,10,9.799.390.044.372.500,20,SI
PeasantFamily_71,9.903,9.703,9.703,"[{'farmName': 'farm_61_small', 'landName': 'land_89', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_61_small', 'landName': 'land_80', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,105,2317520,01/01/2023,0,1174520,TRUE,7.373.929.747.461.690,,farm_61_small,10000,5.267.092.676.758.350,StablePeasant,4.213.674.141.406.680,0,farmer,normal,0,973,24,0,10,5.754.607.135.571.740,253,SI
PeasantFamily_45,9.903,93.020.004,93.020.004,"[{'farmName': 'farm_48_small', 'landName': 'land_317', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_48_small', 'landName': 'land_318', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,98,96,2174873,01/01/2023,0,758873,TRUE,6.920.053.143.308.650,,farm_48_small,10000,4.942.895.102.363.320,StablePeasant,39.543.160.818.906.600,0,farmer,normal,0,908,24,0,10,5.291.590.063.321.620,1988,SI
PeasantFamily_64,9.902,9.702,9.702,"[{'farmName': 'farm_69_small', 'landName': 'land_100', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_69_small', 'landName': 'land_20', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,101,2237851,01/01/2023,0,1139851,TRUE,7.120.435.567.212.300,,farm_69_small,10000,5.086.025.405.151.640,StablePeasant,4.068.820.324.121.310,0,farmer,normal,0,937,24,0,10,5.893.722.867.220.140,667,SI
PeasantFamily_21,9.902,9.300.998,9.300.998,"[{'farmName': 'farm_13_large', 'landName': 'land_66', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_45', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'GROWING', 'processing': False, 'used': False, 'currentCropCareType': 'IRRIGATION', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_67', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'GROWING', 'processing': False, 'used': False, 'currentCropCareType': 'IRRIGATION', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_46', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_68', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_25', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_47', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_65', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_26', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_48', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_27', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_13_large', 'landName': 'land_28', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,80,106,2343866,01/01/2023,0,250866,TRUE,7.457.755.691.690.960,,farm_13_large,10000,532.696.835.120.783,StablePeasant,42.615.746.809.662.600,0,farmer,normal,3,925,24,0,10,4.293.108.762.037.670,25,SI
PeasantFamily_9,9.903,93.020.004,93.020.004,"[{'farmName': 'farm_23_medium', 'landName': 'land_166', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_23_medium', 'landName': 'land_146', 'elapsedWorkTime': 40, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_23_medium', 'landName': 'land_167', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_23_medium', 'landName': 'land_147', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,104,2297910,01/01/2023,0,3273910,TRUE,7.311.533.308.888.050,,farm_23_medium,10000,5.222.523.792.062.890,StablePeasant,41.780.190.336.503.100,0,farmer,normal,0,944,24,0,10,10.765.185.559.952.500,4,SI
PeasantFamily_41,9.902,9.702,9.702,"[{'farmName': 'farm_19_medium', 'landName': 'land_188', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_19_medium', 'landName': 'land_189', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_19_medium', 'landName': 'land_209', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_19_medium', 'landName': 'land_208', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,366,NONE,NONE,0,TRUE,100,106,2343964,01/01/2023,0,3458964,TRUE,7.458.069.850.529.050,,farm_19_medium,10000,5.327.192.750.377.890,StablePeasant,4.261.754.200.302.310,0,farmer,normal,0,965,24,0,10,10.905.424.485.518.600,25,SI
PeasantFamily_29,99.009.997,9.701,9.701,"[{'farmName': 'farm_48_small', 'landName': 'land_317', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_48_small', 'landName': 'land_318', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,307,NONE,NONE,0,TRUE,100,105,2315073,01/01/2023,0,1497073,TRUE,7.366.144.157.132.650,,farm_48_small,10000,5.261.531.540.809.030,StablePeasant,42.092.252.326.472.200,0,farmer,normal,0,992,24,0,10,4.554.029.056.743.530,2052,SI
PeasantFamily_17,9.902,9.702,9.702,"[{'farmName': 'farm_73_small', 'landName': 'land_129', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_73_small', 'landName': 'land_247', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,307,NONE,NONE,0,TRUE,100,103,2268113,01/01/2023,0,1260113,TRUE,7.216.723.828.537.890,,farm_73_small,10000,5.154.802.734.669.920,StablePeasant,4.123.842.187.735.940,0,farmer,normal,0,950,24,0,10,5.617.605.489.511.350,530,SI
PeasantFamily_61,99.009.997,95.009.995,95.009.995,"[{'farmName': 'farm_49_small', 'landName': 'land_320', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_49_small', 'landName': 'land_319', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,307,NONE,NONE,0,TRUE,100,106,2340964,01/01/2023,0,2199964,TRUE,7.448.524.664.539.000,,farm_49_small,10000,5.320.374.760.385.000,StablePeasant,4.256.299.808.308.000,0,farmer,normal,0,984,24,0,10,5.951.494.330.248.500,2064,SI
PeasantFamily_60,9.903,97.019.994,97.019.994,"[{'farmName': 'farm_4_large', 'landName': 'land_135', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_95', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_96', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_97', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_98', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_118', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_115', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_137', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_136', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_117', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_116', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_4_large', 'landName': 'land_138', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,91,82,2004080,01/01/2023,0,1921080,TRUE,6.376.618.184.910.730,,farm_4_large,10000,45.547.272.749.362.300,StablePeasant,36.437.818.199.489.800,0,farmer,normal,0,770,24,0,10,996.731.528.681.697,1910,SI
PeasantFamily_27,9.902,9.702,9.702,"[{'farmName': 'farm_69_small', 'landName': 'land_100', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_69_small', 'landName': 'land_20', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,1,NONE,307,NONE,NONE,0,TRUE,100,107,2366336,01/01/2023,0,1983336,TRUE,752.925.124.224.236,,farm_69_small,10000,5.378.036.601.601.680,StablePeasant,43.024.292.812.813.400,0,farmer,normal,0,995,24,0,10,6.198.558.981.218.470,605,SI
PeasantFamily_49,99.009.997,9.303,9.303,"[{'farmName': 'farm_22_medium', 'landName': 'land_144', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_22_medium', 'landName': 'land_165', 'elapsedWorkTime': 24, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_22_medium', 'landName': 'land_145', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_22_medium', 'landName': 'land_164', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,92,85,2033610,01/01/2023,0,1587610,TRUE,6.470.579.185.016.510,,farm_22_medium,10000,4.621.842.275.011.790,StablePeasant,3.697.473.820.009.430,0,farmer,normal,0,804,24,0,10,7.991.307.580.567.500,1924,SI
PeasantFamily_52,9.902,93.030.006,93.030.006,"[{'farmName': 'farm_5_large', 'landName': 'land_198', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_195', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_197', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_196', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_218', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_217', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_236', 'elapsedWorkTime': 32, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_235', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_216', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_238', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_215', 'elapsedWorkTime': 0, 'kind': 'land', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}, {'farmName': 'farm_5_large', 'landName': 'land_237', 'elapsedWorkTime': 0, 'kind': 'water', 'currentSeason': 'NONE', 'processing': False, 'used': False, 'currentCropCareType': 'NONE', 'totalRequiredTime': 56}]",,0,NONE,366,NONE,NONE,0,TRUE,99,98,2186631,01/01/2023,0,1402631,TRUE,6.957.462.320.736.350,,farm_5_large,10000,4.969.615.943.383.100,StablePeasant,39.756.927.547.064.800,0,farmer,normal,0,853,24,0,10,9.190.892.770.501.670,1993,SI
